Symbol	Protein_name	Chromosome	Uniprot	Ensembl_x	Ensembl_y	Family
ZBTB8A	zinc finger and BTB domain containing 8A	1p35.1	Q96BR9	ENSG00000160062	ENSG00000160062	ZBTB
ZBTB8B	zinc finger and BTB domain containing 8B	1p35.1	Q8NAP8	ENSG00000273274	ENSG00000273274	ZBTB
ZBTB10	zinc finger and BTB domain containing 10	8q21.13	Q96DT7	ENSG00000205189	ENSG00000205189	ZBTB
ZBTB11	zinc finger and BTB domain containing 11	3q12.3	O95625	ENSG00000066422	ENSG00000066422	ZBTB
ZBTB12	zinc finger and BTB domain containing 12	6p21.33	Q9Y330	ENSG00000204366	ENSG00000204366	ZBTB
ZBTB14	zinc finger and BTB domain containing 14	18p11.31	O43829	ENSG00000198081	ENSG00000198081	ZBTB
ZBTB16	zinc finger and BTB domain containing 16	11q23.2	Q05516	ENSG00000109906	ENSG00000109906	ZBTB
ZBTB17	zinc finger and BTB domain containing 17	1p36.13	Q13105	ENSG00000116809	ENSG00000116809	ZBTB
ZBTB18	zinc finger and BTB domain containing 18	1q44	Q99592	ENSG00000179456	ENSG00000179456	ZBTB
ZBTB20	zinc finger and BTB domain containing 20	3q13.31	Q9HC78	ENSG00000181722	ENSG00000181722	ZBTB
ZBTB21	zinc finger and BTB domain containing 21	21q22.3	Q9ULJ3	ENSG00000173276	ENSG00000173276	ZBTB
ZBTB22	zinc finger and BTB domain containing 22	6p21.3	O15209	ENSG00000236104	ENSG00000236104	ZBTB
ZBTB24	zinc finger and BTB domain containing 24	6q21	O43167	ENSG00000112365	ENSG00000112365	ZBTB
ZBTB25	zinc finger and BTB domain containing 25	14q23.3	P24278	ENSG00000089775	ENSG00000089775	ZBTB
ZBTB26	zinc finger and BTB domain containing 26	9q33.2	Q9HCK0	ENSG00000171448	ENSG00000171448	ZBTB
ZBTB32	zinc finger and BTB domain containing 32	19q13.12	Q9Y2Y4	ENSG00000011590	ENSG00000011590	ZBTB
ZBTB33	zinc finger and BTB domain containing 33	Xq24	Q86T24	ENSG00000177485	ENSG00000177485	ZBTB
ZBTB34	zinc finger and BTB domain containing 34	9q33.3	Q8NCN2	ENSG00000177125	ENSG00000177125	ZBTB
ZBTB37	zinc finger and BTB domain containing 37	1q25.1	Q5TC79	ENSG00000185278	ENSG00000185278	ZBTB
ZBTB38	zinc finger and BTB domain containing 38	3q23	Q8NAP3	ENSG00000177311	ENSG00000177311	ZBTB
ZBTB39	zinc finger and BTB domain containing 39	12q13.3	O15060	ENSG00000166860	ENSG00000166860	ZBTB
ZBTB40	zinc finger and BTB domain containing 40	1p36.12	Q9NUA8	ENSG00000184677	ENSG00000184677	ZBTB
ZBTB41	zinc finger and BTB domain containing 41	1q31.3	Q5SVQ8	ENSG00000177888	ENSG00000177888	ZBTB
ZBTB42	zinc finger and BTB domain containing 42	14q32.33	B2RXF5	ENSG00000179627	ENSG00000179627	ZBTB
ZBTB43	zinc finger and BTB domain containing 43	9q33.3	O43298	ENSG00000169155	ENSG00000169155	ZBTB
ZBTB44	zinc finger and BTB domain containing 44	11q24.3	Q8NCP5	ENSG00000196323	ENSG00000196323	ZBTB
ZBTB45	zinc finger and BTB domain containing 45	19q13.43	Q96K62	ENSG00000119574	ENSG00000119574	ZBTB
ZBTB46	zinc finger and BTB domain containing 46	20q13.33	Q86UZ6	ENSG00000130584	ENSG00000130584	ZBTB
ZBTB47	zinc finger and BTB domain containing 47	3p22.1	Q9UFB7	ENSG00000114853	ENSG00000114853	ZBTB
ZBTB48	zinc finger and BTB domain containing 48	1p36.31	P10074	ENSG00000204859	ENSG00000204859	ZBTB
ZBTB49	zinc finger and BTB domain containing 49	4p16.3	Q6ZSB9	ENSG00000168826	ENSG00000168826	ZBTB
ZEB1	zinc finger E-box binding homeobox 1	10p11.22	P37275	ENSG00000148516	ENSG00000148516	zf-C2H2
ZEB2	zinc finger E-box binding homeobox 2	2q22.3	O60315	ENSG00000169554	ENSG00000169554	zf-C2H2
ZFAT	zinc finger and AT-hook domain containing	8q24.22	Q9P243	ENSG00000066827	ENSG00000066827	zf-C2H2
ZFHX2	zinc finger homeobox 2	14q11.2	Q9C0A1	ENSG00000136367	ENSG00000136367	Homeobox
ZFHX3	zinc finger homeobox 3	16q22.2-q22.3	Q15911	ENSG00000140836	ENSG00000140836	Homeobox
ZFHX4	zinc finger homeobox 4	8q21.13	Q86UP3	ENSG00000091656	ENSG00000091656	Homeobox
ZFP1	ZFP1 zinc finger protein	16q23.1	Q6P2D0	ENSG00000184517	ENSG00000184517	zf-C2H2
ZFP2	ZFP2 zinc finger protein	5q35.3	Q6ZN57	ENSG00000198939	ENSG00000198939	zf-C2H2
ZFP3	ZFP3 zinc finger protein	17p13.2	Q96NJ6	ENSG00000180787	ENSG00000180787	zf-C2H2
ZFP14	ZFP14 zinc finger protein	19q13.12	Q9HCL3	ENSG00000142065	ENSG00000142065	zf-C2H2
ZFP28	ZFP28 zinc finger protein	19q13.43	Q8NHY6	ENSG00000196867	ENSG00000196867	zf-C2H2
ZFP30	ZFP30 zinc finger protein	19q13.12	Q9Y2G7	ENSG00000120784	ENSG00000120784	zf-C2H2
ZFP36L1	ZFP36 ring finger protein like 1	14q24.1	Q07352	ENSG00000185650	ENSG00000185650	zf-CCCH
ZFP36L2	ZFP36 ring finger protein like 2	2p21	P47974	ENSG00000152518	ENSG00000152518	zf-CCCH
ZFP37	ZFP37 zinc finger protein	9q32	Q9Y6Q3	ENSG00000136866	ENSG00000136866	zf-C2H2
ZFP41	ZFP41 zinc finger protein	8q24.3	Q8N8Y5	ENSG00000181638	ENSG00000181638	zf-C2H2
ZFP42	ZFP42 zinc finger protein	4q35.2	Q96MM3	ENSG00000179059	ENSG00000179059	zf-C2H2
ZFP57	ZFP57 zinc finger protein	6p22.1	Q9NU63	ENSG00000204644	ENSG00000204644	zf-C2H2
ZFP62	ZFP62 zinc finger protein	5q35.3	Q8NB50	ENSG00000196670	ENSG00000196670	zf-C2H2
ZFP64	ZFP64 zinc finger protein	20q13.2	Q9NTW7	ENSG00000020256	ENSG00000020256	zf-C2H2
ZFP69	ZFP69 zinc finger protein	1p34.2	Q49AA0	ENSG00000187815	ENSG00000187815	zf-C2H2
ZFP69B	ZFP69 zinc finger protein B	1p34.2	Q9UJL9	ENSG00000187801	ENSG00000187801	zf-C2H2
ZFP82	ZFP82 zinc finger protein	19q13.12	Q8N141	ENSG00000181007	ENSG00000181007	zf-C2H2
ZFP90	ZFP90 zinc finger protein	16q22.1	Q8TF47	ENSG00000184939	ENSG00000184939	zf-C2H2
ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase	11q12.1	Q96JP5	ENSG00000186660	ENSG00000186660	zf-C2H2
ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)	11q12.1		ENSG00000255073	ENSG00000255073	zf-C2H2
ZFP92	ZFP92 zinc finger protein	Xq28	A6NM28	ENSG00000189420	ENSG00000189420	zf-C2H2
ZFPM1	zinc finger protein, FOG family member 1	16q24.2	Q8IX07	ENSG00000179588	ENSG00000179588	zf-C2H2
ZFPM2	zinc finger protein, FOG family member 2	8q23	Q8WW38	ENSG00000169946	ENSG00000169946	zf-C2H2
ZFX	zinc finger protein X-linked	Xp22.11	P17010	ENSG00000005889	ENSG00000005889	zf-C2H2
ZFY	zinc finger protein Y-linked	Yp11.2	P08048	ENSG00000067646	ENSG00000067646	zf-C2H2
ZGLP1	zinc finger GATA like protein 1	19p13.2	P0C6A0	ENSG00000220201	ENSG00000220201	zf-GATA
ZGPAT	zinc finger CCCH-type and G-patch domain containing	20q13.33	Q8N5A5	ENSG00000197114	ENSG00000197114	Others
ZHX1	zinc fingers and homeoboxes 1	8q24.13	Q9UKY1	ENSG00000165156	ENSG00000165156	Homeobox
ZHX2	zinc fingers and homeoboxes 2	8q24.13	Q9Y6X8	ENSG00000178764	ENSG00000178764	Homeobox
ZHX3	zinc fingers and homeoboxes 3	20q12	Q9H4I2	ENSG00000174306	ENSG00000174306	Homeobox
ZIC1	Zic family member 1	3q24	Q15915	ENSG00000152977	ENSG00000152977	zf-C2H2
ZIC2	Zic family member 2	13q32.3	O95409	ENSG00000043355	ENSG00000043355	zf-C2H2
ZIC3	Zic family member 3	Xq26.3	O60481	ENSG00000156925	ENSG00000156925	zf-C2H2
ZIC4	Zic family member 4	3q24	Q8N9L1	ENSG00000174963	ENSG00000174963	zf-C2H2
ZIC5	Zic family member 5	13q32.3	Q96T25	ENSG00000139800	ENSG00000139800	zf-C2H2
ZIK1	zinc finger protein interacting with K protein 1	19q13.43	Q3SY52	ENSG00000171649	ENSG00000171649	zf-C2H2
ZIM2	zinc finger imprinted 2	19q13.43	Q9NZV7	ENSG00000269699	ENSG00000269699	zf-C2H2
ZIM3	zinc finger imprinted 3	19q13.43	Q96PE6	ENSG00000141946	ENSG00000141946	zf-C2H2
ZKSCAN1	zinc finger with KRAB and SCAN domains 1	7q22.1	P17029	ENSG00000106261	ENSG00000106261	zf-C2H2
ZKSCAN2	zinc finger with KRAB and SCAN domains 2	16p12.1	Q63HK3	ENSG00000155592	ENSG00000155592	zf-C2H2
ZKSCAN3	zinc finger with KRAB and SCAN domains 3	6p22.1	Q9BRR0	ENSG00000189298	ENSG00000189298	zf-C2H2
ZKSCAN4	zinc finger with KRAB and SCAN domains 4	6p22.1	Q969J2	ENSG00000187626	ENSG00000187626	zf-C2H2
ZKSCAN5	zinc finger with KRAB and SCAN domains 5	7q22.1	Q9Y2L8	ENSG00000196652	ENSG00000196652	zf-C2H2
ZKSCAN7	zinc finger with KRAB and SCAN domains 7	3p21.31	Q9P0L1	ENSG00000196345	ENSG00000196345	zf-C2H2
ZKSCAN8	zinc finger with KRAB and SCAN domains 8	6p21	Q15776	ENSG00000198315	ENSG00000198315	zf-C2H2
ZMIZ1	zinc finger MIZ-type containing 1	10q22.3	Q9ULJ6	ENSG00000108175	ENSG00000108175	zf-MIZ
ZMIZ2	zinc finger MIZ-type containing 2	7p13	Q8NF64	ENSG00000122515	ENSG00000122515	zf-MIZ
ZNF2	zinc finger protein 2	2q11.1	Q9BSG1	ENSG00000275111	ENSG00000275111	zf-C2H2
ZNF3	zinc finger protein 3	7q22.1	P17036	ENSG00000166526	ENSG00000166526	zf-C2H2
ZNF7	zinc finger protein 7	8q24.3	P17097	ENSG00000147789	ENSG00000147789	zf-C2H2
ZNF8	zinc finger protein 8	19q13.43	P17098	ENSG00000278129	ENSG00000278129	zf-C2H2
ZNF10	zinc finger protein 10	12q24.33	P21506	ENSG00000256223	ENSG00000256223	zf-C2H2
ZNF12	zinc finger protein 12	7p22.1	P17014	ENSG00000164631	ENSG00000164631	zf-C2H2
ZNF14	zinc finger protein 14	19p13.11	P17017	ENSG00000105708	ENSG00000105708	zf-C2H2
ZNF16	zinc finger protein 16	8q24.3	P17020	ENSG00000170631	ENSG00000170631	zf-C2H2
ZNF17	zinc finger protein 17	19q13.43	P17021	ENSG00000186272	ENSG00000186272	zf-C2H2
ZNF18	zinc finger protein 18	17p12	P17022	ENSG00000154957	ENSG00000154957	zf-C2H2
ZNF19	zinc finger protein 19	16q22.2	P17023	ENSG00000157429	ENSG00000157429	zf-C2H2
ZNF20	zinc finger protein 20	19p13.2	P17024	ENSG00000132010	ENSG00000132010	zf-C2H2
ZNF22	zinc finger protein 22	10q11.21	P17026	ENSG00000165512	ENSG00000165512	zf-C2H2
ZNF23	zinc finger protein 23	16q22.2	P17027	ENSG00000167377	ENSG00000167377	zf-C2H2
ZNF24	zinc finger protein 24	18q12.2	P17028	ENSG00000172466	ENSG00000172466	zf-C2H2
ZNF25	zinc finger protein 25	10p11.21	P17030	ENSG00000175395	ENSG00000175395	zf-C2H2
ZNF26	zinc finger protein 26	12q24.33	P17031	ENSG00000198393	ENSG00000198393	zf-C2H2
ZNF28	zinc finger protein 28	19q13.41	P17035	ENSG00000198538	ENSG00000198538	zf-C2H2
ZNF30	zinc finger protein 30	19q13.13	P17039	ENSG00000168661	ENSG00000168661	zf-C2H2
ZNF32	zinc finger protein 32	10q11.21	P17041	ENSG00000169740	ENSG00000169740	zf-C2H2
ZNF33A	zinc finger protein 33A	10p11.1	Q06730	ENSG00000189180	ENSG00000189180	zf-C2H2
ZNF33B	zinc finger protein 33B	10q11.21	Q06732	ENSG00000196693	ENSG00000196693	zf-C2H2
ZNF34	zinc finger protein 34	8q24.3	Q8IZ26	ENSG00000196378	ENSG00000196378	zf-C2H2
ZNF35	zinc finger protein 35	3p21.31	P13682	ENSG00000169981	ENSG00000169981	zf-C2H2
ZNF37A	zinc finger protein 37A	10p11.1	P17032	ENSG00000075407	ENSG00000075407	zf-C2H2
ZNF41	zinc finger protein 41	Xp11.3	P51814	ENSG00000147124	ENSG00000147124	zf-C2H2
ZNF43	zinc finger protein 43	19p12	P17038	ENSG00000198521	ENSG00000198521	zf-C2H2
ZNF44	zinc finger protein 44	19p13.2	P15621	ENSG00000197857	ENSG00000197857	zf-C2H2
ZNF45	zinc finger protein 45	19q13.31	Q02386	ENSG00000124459	ENSG00000124459	zf-C2H2
ZNF48	zinc finger protein 48	16p11.2	Q96MX3	ENSG00000180035	ENSG00000180035	zf-C2H2
ZNF57	zinc finger protein 57	19p13.3	Q68EA5	ENSG00000171970	ENSG00000171970	zf-C2H2
ZNF66	zinc finger protein 66	19p12	Q6ZN08	ENSG00000160229	ENSG00000160229	zf-C2H2
ZNF69	zinc finger protein 69	19p13.2	Q9UC07	ENSG00000198429	ENSG00000198429	zf-C2H2
ZNF70	zinc finger protein 70	22q11.23	Q9UC06	ENSG00000187792	ENSG00000187792	zf-C2H2
ZNF71	zinc finger protein 71	19q13.4	Q9NQZ8	ENSG00000197951	ENSG00000197951	zf-C2H2
ZNF74	zinc finger protein 74	22q11.21	Q16587	ENSG00000185252	ENSG00000185252	zf-C2H2
ZNF75A	zinc finger protein 75a	16p13.3	Q96N20	ENSG00000162086	ENSG00000162086	zf-C2H2
ZNF75D	zinc finger protein 75D	Xq26.3	P51815	ENSG00000186376	ENSG00000186376	zf-C2H2
ZNF76	zinc finger protein 76	6p21.31	P36508	ENSG00000065029	ENSG00000065029	zf-C2H2
ZNF77	zinc finger protein 77	19p13.3	Q15935	ENSG00000175691	ENSG00000175691	zf-C2H2
ZNF79	zinc finger protein 79	9q33.3	Q15937	ENSG00000196152	ENSG00000196152	zf-C2H2
ZNF80	zinc finger protein 80	3q13.31	P51504	ENSG00000174255	ENSG00000174255	zf-C2H2
ZNF81	zinc finger protein 81	Xp11.23	P51508	ENSG00000197779	ENSG00000197779	zf-C2H2
ZNF83	zinc finger protein 83	19q13.41	P51522	ENSG00000167766	ENSG00000167766	zf-C2H2
ZNF84	zinc finger protein 84	12q24.33	P51523	ENSG00000198040	ENSG00000198040	zf-C2H2
ZNF85	zinc finger protein 85	19p12	Q03923	ENSG00000105750	ENSG00000105750	zf-C2H2
ZNF90	zinc finger protein 90	19p12	Q03938	ENSG00000213988	ENSG00000213988	zf-C2H2
ZNF91	zinc finger protein 91	19p12	Q05481	ENSG00000167232	ENSG00000167232	zf-C2H2
ZNF92	zinc finger protein 92	7q11.21	Q03936	ENSG00000146757	ENSG00000146757	zf-C2H2
ZNF93	zinc finger protein 93	19p12	P35789	ENSG00000184635	ENSG00000184635	zf-C2H2
ZNF98	zinc finger protein 98	19p12	A6NK75	ENSG00000197360	ENSG00000197360	zf-C2H2
ZNF99	zinc finger protein 99	19p12	A8MXY4	ENSG00000213973	ENSG00000213973	zf-C2H2
ZNF100	zinc finger protein 100	19p13.1	Q8IYN0	ENSG00000197020	ENSG00000197020	zf-C2H2
ZNF101	zinc finger protein 101	19p13.11	Q8IZC7	ENSG00000181896	ENSG00000181896	zf-C2H2
ZNF107	zinc finger protein 107	7q11.21	Q9UII5	ENSG00000196247	ENSG00000196247	zf-C2H2
ZNF112	zinc finger protein 112	19q13.31	Q9UJU3	ENSG00000062370	ENSG00000062370	zf-C2H2
ZNF114	zinc finger protein 114	19q13.33	Q8NC26	ENSG00000178150	ENSG00000178150	zf-C2H2
ZNF117	zinc finger protein 117	7q11.21	Q03924	ENSG00000152926	ENSG00000152926	zf-C2H2
ZNF121	zinc finger protein 121	19p13.2	P58317	ENSG00000197961	ENSG00000197961	zf-C2H2
ZNF124	zinc finger protein 124	1q44	Q15973	ENSG00000196418	ENSG00000196418	zf-C2H2
ZNF131	zinc finger protein 131	5p12	P52739	ENSG00000172262	ENSG00000172262	ZBTB
ZNF132	zinc finger protein 132	19q13.43	P52740	ENSG00000131849	ENSG00000131849	zf-C2H2
ZNF133	zinc finger protein 133	20p11.23	P52736	ENSG00000125846	ENSG00000125846	zf-C2H2
ZNF134	zinc finger protein 134	19q13.43	P52741	ENSG00000213762	ENSG00000213762	zf-C2H2
ZNF135	zinc finger protein 135	19q13.43	P52742	ENSG00000176293	ENSG00000176293	zf-C2H2
ZNF136	zinc finger protein 136	19p13.2	P52737	ENSG00000196646	ENSG00000196646	zf-C2H2
ZNF138	zinc finger protein 138	7q11.21	P52744	ENSG00000197008	ENSG00000197008	zf-C2H2
ZNF140	zinc finger protein 140	12q24.33	P52738	ENSG00000196387	ENSG00000196387	zf-C2H2
ZNF141	zinc finger protein 141	4p16.3	Q15928	ENSG00000131127	ENSG00000131127	zf-C2H2
ZNF142	zinc finger protein 142	2q35	P52746	ENSG00000115568	ENSG00000115568	zf-C2H2
ZNF143	zinc finger protein 143	11p15.4	P52747	ENSG00000166478	ENSG00000166478	zf-C2H2
ZNF146	zinc finger protein 146	19q13.1	Q15072	ENSG00000167635	ENSG00000167635	zf-C2H2
ZNF148	zinc finger protein 148	3q21.2	Q9UQR1	ENSG00000163848	ENSG00000163848	zf-C2H2
ZNF154	zinc finger protein 154	19q13.43	Q13106	ENSG00000179909	ENSG00000179909	zf-C2H2
ZNF155	zinc finger protein 155	19q13.31	Q12901	ENSG00000204920	ENSG00000204920	zf-C2H2
ZNF157	zinc finger protein 157	Xp11.3	P51786	ENSG00000147117	ENSG00000147117	zf-C2H2
ZNF160	zinc finger protein 160	19q13.42	Q9HCG1	ENSG00000170949	ENSG00000170949	zf-C2H2
ZNF165	zinc finger protein 165	6p22.1	P49910	ENSG00000197279	ENSG00000197279	zf-C2H2
ZNF169	zinc finger protein 169	9q22.32	Q14929	ENSG00000175787	ENSG00000175787	zf-C2H2
ZNF174	zinc finger protein 174	16p13.3	Q15697	ENSG00000103343	ENSG00000103343	zf-C2H2
ZNF175	zinc finger protein 175	19q13.41	Q9Y473	ENSG00000105497	ENSG00000105497	zf-C2H2
ZNF177	zinc finger protein 177	19p13.2	Q13360	ENSG00000188629	ENSG00000188629	zf-C2H2
ZNF180	zinc finger protein 180	19q13.31	Q9UJW8	ENSG00000167384	ENSG00000167384	zf-C2H2
ZNF181	zinc finger protein 181	19q13.11	Q2M3W8	ENSG00000197841	ENSG00000197841	zf-C2H2
ZNF182	zinc finger protein 182	Xp11.23	P17025	ENSG00000147118	ENSG00000147118	zf-C2H2
ZNF184	zinc finger protein 184	6p22.1	Q99676	ENSG00000096654	ENSG00000096654	zf-C2H2
ZNF189	zinc finger protein 189	9q31.1	O75820	ENSG00000136870	ENSG00000136870	zf-C2H2
ZNF195	zinc finger protein 195	11p15.5	O14628	ENSG00000005801	ENSG00000005801	zf-C2H2
ZNF197	zinc finger protein 197	3p21.31	O14709	ENSG00000186448	ENSG00000186448	zf-C2H2
ZNF200	zinc finger protein 200	16p13.3	P98182	ENSG00000010539	ENSG00000010539	zf-C2H2
ZNF202	zinc finger protein 202	11q23.3	O95125	ENSG00000166261	ENSG00000166261	zf-C2H2
ZNF205	zinc finger protein 205	16p13.3	O95201	ENSG00000122386	ENSG00000122386	zf-C2H2
ZNF207	zinc finger protein 207	17q11.2	O43670	ENSG00000010244	ENSG00000010244	Others
ZNF208	zinc finger protein 208	19p12	O43345	ENSG00000160321	ENSG00000160321	zf-C2H2
ZNF211	zinc finger protein 211	19q13.4	Q13398	ENSG00000121417	ENSG00000121417	zf-C2H2
ZNF212	zinc finger protein 212	7q36.1	Q9UDV6	ENSG00000170260	ENSG00000170260	zf-C2H2
ZNF213	zinc finger protein 213	16p13.3	O14771	ENSG00000085644	ENSG00000085644	zf-C2H2
ZNF214	zinc finger protein 214	11p15.4	Q9UL59	ENSG00000149050	ENSG00000149050	zf-C2H2
ZNF215	zinc finger protein 215	11p15.4	Q9UL58	ENSG00000149054	ENSG00000149054	zf-C2H2
ZNF217	zinc finger protein 217	20q13.2	O75362	ENSG00000171940	ENSG00000171940	zf-C2H2
ZNF219	zinc finger protein 219	14q11	Q9P2Y4	ENSG00000165804	ENSG00000165804	zf-C2H2
ZNF221	zinc finger protein 221	19q13.31	Q9UK13	ENSG00000159905	ENSG00000159905	zf-C2H2
ZNF222	zinc finger protein 222	19q13.31	Q9UK12	ENSG00000159885	ENSG00000159885	zf-C2H2
ZNF223	zinc finger protein 223	19q13.31	Q9UK11	ENSG00000178386	ENSG00000178386	zf-C2H2
ZNF224	zinc finger protein 224	19q13.31	Q9NZL3	ENSG00000267680	ENSG00000267680	zf-C2H2
ZNF225	zinc finger protein 225	19q13.31	Q9UK10	ENSG00000256294	ENSG00000256294	zf-C2H2
ZNF226	zinc finger protein 226	19q13.31	Q9NYT6	ENSG00000167380	ENSG00000167380	zf-C2H2
ZNF227	zinc finger protein 227	19q13.31	Q86WZ6	ENSG00000131115	ENSG00000131115	zf-C2H2
ZNF229	zinc finger protein 229	19q13.31	Q9UJW7	ENSG00000278318	ENSG00000278318	zf-C2H2
ZNF230	zinc finger protein 230	19q13.31	Q9UIE0	ENSG00000159882	ENSG00000159882	zf-C2H2
ZNF232	zinc finger protein 232	17p13.2	Q9UNY5	ENSG00000167840	ENSG00000167840	zf-C2H2
ZNF233	zinc finger protein 233	19q13.31	A6NK53	ENSG00000159915	ENSG00000159915	zf-C2H2
ZNF234	zinc finger protein 234	19q13.31	Q14588	ENSG00000263002	ENSG00000263002	zf-C2H2
ZNF235	zinc finger protein 235	19q13.2	Q14590	ENSG00000159917	ENSG00000159917	zf-C2H2
ZNF236	zinc finger protein 236	18q23	Q9UL36	ENSG00000130856	ENSG00000130856	zf-C2H2
ZNF239	zinc finger protein 239	10q11.22-q11.23	Q16600	ENSG00000196793	ENSG00000196793	zf-C2H2
ZNF248	zinc finger protein 248	10p11.21	Q8NDW4	ENSG00000198105	ENSG00000198105	zf-C2H2
ZNF250	zinc finger protein 250	8q24.3	P15622	ENSG00000196150	ENSG00000196150	zf-C2H2
ZNF251	zinc finger protein 251	8q24.3	Q9BRH9	ENSG00000198169	ENSG00000198169	zf-C2H2
ZNF253	zinc finger protein 253	19p13.11	O75346	ENSG00000256771	ENSG00000256771	zf-C2H2
ZNF254	zinc finger protein 254	19p13	O75437	ENSG00000213096	ENSG00000213096	zf-C2H2
ZNF256	zinc finger protein 256	19q13.43	Q9Y2P7	ENSG00000152454	ENSG00000152454	zf-C2H2
ZNF257	zinc finger protein 257	19p12	Q9Y2Q1	ENSG00000197134	ENSG00000197134	zf-C2H2
ZNF260	zinc finger protein 260	19q13.12	Q3ZCT1	ENSG00000254004	ENSG00000254004	zf-C2H2
ZNF263	zinc finger protein 263	16p13.3	O14978	ENSG00000006194	ENSG00000006194	zf-C2H2
ZNF264	zinc finger protein 264	19q13.43	O43296	ENSG00000083844	ENSG00000083844	zf-C2H2
ZNF266	zinc finger protein 266	19p13.2	Q14584	ENSG00000174652	ENSG00000174652	zf-C2H2
ZNF267	zinc finger protein 267	16p11.2	Q14586	ENSG00000185947	ENSG00000185947	zf-C2H2
ZNF268	zinc finger protein 268	12q24.33	Q14587	ENSG00000090612	ENSG00000090612	zf-C2H2
ZNF273	zinc finger protein 273	7q11.21	Q14593	ENSG00000198039	ENSG00000198039	zf-C2H2
ZNF274	zinc finger protein 274	19q13.43	Q96GC6	ENSG00000171606	ENSG00000171606	zf-C2H2
ZNF275	zinc finger protein 275	Xq28	Q9NSD4	ENSG00000063587	ENSG00000063587	zf-C2H2
ZNF276	zinc finger protein 276	16q24.3	Q8N554	ENSG00000158805	ENSG00000158805	zf-C2H2
ZNF277	zinc finger protein 277	7q31.1	Q9NRM2	ENSG00000198839	ENSG00000198839	zf-C2H2
ZNF280A	zinc finger protein 280A	22q11.22	P59817	ENSG00000169548	ENSG00000169548	Others
ZNF280B	zinc finger protein 280B	22q11.22	Q86YH2	ENSG00000275004	ENSG00000275004	Others
ZNF280C	zinc finger protein 280C	Xq26.1	Q8ND82	ENSG00000056277	ENSG00000056277	Others
ZNF280D	zinc finger protein 280D	15q21.3	Q6N043	ENSG00000137871	ENSG00000137871	Others
ZNF281	zinc finger protein 281	1q32.1	Q9Y2X9	ENSG00000162702	ENSG00000162702	zf-C2H2
ZNF282	zinc finger protein 282	7q36.1	Q9UDV7	ENSG00000170265	ENSG00000170265	zf-C2H2
ZNF283	zinc finger protein 283	19q13.31	Q8N7M2	ENSG00000167637	ENSG00000167637	zf-C2H2
ZNF284	zinc finger protein 284	19q13.31	Q2VY69	ENSG00000186026	ENSG00000186026	zf-C2H2
ZNF285	zinc finger protein 285	19q13.31	Q96NJ3	ENSG00000267508	ENSG00000267508	zf-C2H2
ZNF286A	zinc finger protein 286A	17p12	Q9HBT8	ENSG00000187607	ENSG00000187607	zf-C2H2
ZNF286B	zinc finger protein 286B (pseudogene)	17p11.2	P0CG31	ENSG00000249459	ENSG00000249459	zf-C2H2
ZNF287	zinc finger protein 287	17p11.2	Q9HBT7	ENSG00000141040	ENSG00000141040	zf-C2H2
ZNF292	zinc finger protein 292	6q14.3	O60281	ENSG00000188994	ENSG00000188994	zf-C2H2
ZNF296	zinc finger protein 296	19q13.32	Q8WUU4	ENSG00000170684	ENSG00000170684	zf-C2H2
ZNF300	zinc finger protein 300	5q33.1	Q96RE9	ENSG00000145908	ENSG00000145908	zf-C2H2
ZNF302	zinc finger protein 302	19q13.11	Q9NR11	ENSG00000089335	ENSG00000089335	zf-C2H2
ZNF304	zinc finger protein 304	19q13.43	Q9HCX3	ENSG00000131845	ENSG00000131845	zf-C2H2
ZNF311	zinc finger protein 311	6p22.1	Q5JNZ3	ENSG00000197935	ENSG00000197935	zf-C2H2
ZNF316	zinc finger protein 316	7p22.1	A6NFI3	ENSG00000205903	ENSG00000205903	zf-C2H2
ZNF317	zinc finger protein 317	19p13.2	Q96PQ6	ENSG00000130803	ENSG00000130803	zf-C2H2
ZNF318	zinc finger protein 318	6p21.1	Q5VUA4	ENSG00000171467	ENSG00000171467	Others
ZNF319	zinc finger protein 319	16q21	Q9P2F9	ENSG00000166188	ENSG00000166188	zf-C2H2
ZNF320	zinc finger protein 320	19q13.41	A2RRD8	ENSG00000182986	ENSG00000182986	zf-C2H2
ZNF322	zinc finger protein 322	6p22.2	Q6U7Q0	ENSG00000181315	ENSG00000181315	zf-C2H2
ZNF324	zinc finger protein 324	19q13.43	O75467	ENSG00000083812	ENSG00000083812	zf-C2H2
ZNF324B	zinc finger protein 324B	19q13.43	Q6AW86	ENSG00000249471	ENSG00000249471	zf-C2H2
ZNF326	zinc finger protein 326	1p22.2	Q5BKZ1	ENSG00000162664	ENSG00000162664	Others
ZNF329	zinc finger protein 329	19q13.43	Q86UD4	ENSG00000181894	ENSG00000181894	zf-C2H2
ZNF331	zinc finger protein 331	19q13.42	Q9NQX6	ENSG00000130844	ENSG00000130844	zf-C2H2
ZNF333	zinc finger protein 333	19p13.12	Q96JL9	ENSG00000160961	ENSG00000160961	zf-C2H2
ZNF334	zinc finger protein 334	20q13.12	Q9HCZ1	ENSG00000198185	ENSG00000198185	zf-C2H2
ZNF335	zinc finger protein 335	20q13.12	Q9H4Z2	ENSG00000198026	ENSG00000198026	zf-C2H2
